name,description,accords.cítrico,accords.aromático,accords.fresco especiado,accords.amaderado,accords.lavanda,accords.fresco,calificationNumbers.ratingValue,calificationNumbers.bestRating,calificationNumbers.ratingCount,piramidFragrance.salida,piramidFragrance.corazon,piramidFragrance.base,piramidFragrance.ingredientes,accords.terrosos,accords.Floral amarillo,accords.dulce,accords.cálido especiado,accords.ozónico,accords.verde,accords.floral blanco,accords.almizclado,accords.atalcado,accords.nardos,accords.iris,accords.florales,accords.violeta,accords.rosas,accords.herbal,accords.especiado suave,accords.cuero,accords.ámbar,accords.afrutados,accords.pachulí,accords.avainillado,accords.almendrado,accords.anís,accords.nueces,accords.marino,accords.animálico,accords.salado,accords.balsámico,accords.acuático,accords.amielado,accords.oud,accords.ahumado,accords.cacao,accords.café,accords.metálico,accords.tabaco,accords.canela,accords.acerezado,accords.chocolate,accords.musgoso,accords.tropical,accords.lactónico,accords.alcanforados,accords.Whisky,accords.ron,accords.coco,accords.caramelo,accords.aldehídico,accords.jabonoso,accords.conífera,accords.mineral,accords.cera de abeja,accords.amargo,accords.champán,accords.alcohol,accords.vodka,accords.cannabis,accords.arena,accords.Vino,accords.coca-cola,accords.pegamento industrial,accords.cinta scotch,accords.arcilla,accords.asfalto,accords.vinyl,accords.Pear,accords.terpénico,accords.pelota de tenis,PerfumeURL,calificationText.MeEncanta,calificationText.MeGusta,calificationText.MeEsIndiferente,calificationText.NoMeGusta,calificationText.LaOdio,timeSeasons.Invierno,timeSeasons.Primavera,timeSeasons.Verano,timeSeasons.Otoño,timeDay.Dia,timeDay.Noche,longevity.escasa,longevity.débil,longevity.moderada,longevity.duradera,longevity.muy_duradera,sillage.suave,sillage.moderada,sillage.pesada,sillage.enorme,gender.femenino,gender.unisex_femenino,gender.unisex,gender.unisex_masculino,gender.masculino,price.extremadamente_costoso,price.ligeramente_costoso,price.precio_moderado,price.buen_precio,price.excelente_precio
Acqua di parma Blue Mediterraneo - Mirto di Panarea Acqua di Parma para Hombres y Mujeres,"Acqua di parma Blue Mediterraneo - Mirto di Panarea de Acqua di Parma es una fragancia de la familia olfativa Amaderada Aromática para Hombres y Mujeres. Acqua di parma Blue Mediterraneo - Mirto di Panarea se lanzó en 2008. La Nariz detrás de esta fragrancia es François Demachy. Las Notas de Salida son mirto, limón (lima ácida), bergamota y albahaca; las Notas de Corazón son notas marinas, jazmín y rosa; las Notas de Fondo son enebro de Virginia, cedro, resina almáciga del lentisco y ámbar.",68.31907413,100,79.29036039,50.09756812,,,4.1,5,2755,"['mirto', 'limón (lima ácida)', 'bergamota', 'albahaca']","['notas marinas', 'jazmín', 'rosa']","['enebro de Virginia', 'cedro', 'resina almáciga del lentisco', 'ámbar']",,,,,,,,,,,,,,,,56.76267214,,,,,,,,,,46.94931146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Acqua-di-Parma/Acqua-di-parma-Blue-Mediterraneo-Mirto-di-Panarea-3108.html,79.5652,100,21.5217,15.3623,1.23188,5.43989,65.1444,100,14.0363,87.3069,13.7676,125,350,779,136,33,422,858,161,92,36,89,730,261,70,68,261,478,156,23
Cedro di Taormina Acqua di Parma para Hombres y Mujeres,"Cedro di Taormina de Acqua di Parma es una fragancia de la familia olfativa Amaderada Aromática para Hombres y Mujeres. Cedro di Taormina se lanzó en 2016. Las Notas de Salida son cítricos, petit grain y albahaca; las Notas de Corazón son lavanda y pimienta negra; las Notas de Fondo son cedro de Virginia, vetiver y ládano.",90.85436881,94.96968247,98.10035323,100,59.54766117,58.56301828,4.18,5,707,"['cítricos', 'petit grain', 'albahaca']","['lavanda', 'pimienta negra']","['cedro de Virginia', 'vetiver', 'ládano']",,,,,,,60.46222429,,,,,,,,,51.38667288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Acqua-di-Parma/Cedro-di-Taormina-35398.html,97.0779,100,13.961,21.1039,0.649351,9.09091,82.4916,100,37.037,99.6633,25.5892,22,65,210,40,10,78,239,62,57,1,1,47,64,39,4,32,72,15,1
Mandarino di Sicilia Acqua di Parma para Hombres y Mujeres,"Mandarino di Sicilia de Acqua di Parma es una fragancia de la familia olfativa Cítrica Aromática para Hombres y Mujeres. Esta fragrancia es nueva. Mandarino di Sicilia se lanzó en 2024. Las Notas de Salida son mandarina verde, naranja sanguina, bergamota y limón (lima ácida); las Notas de Corazón son Spearmint y petit grain; las Notas de Fondo son almizcle, cedro y pachulí.",100,,49.16411311,,,,4.36,5,269,"['mandarina verde', 'naranja sanguina', 'bergamota', 'limón (lima ácida)']","['Spearmint', 'petit grain']","['almizcle', 'cedro', 'pachulí']",,,,,,,58.78168004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Acqua-di-Parma/Mandarino-di-Sicilia-92455.html,100,51.1364,23.1061,12.5,4.54545,8.75421,72.7273,100,13.1313,83.8384,12.1212,8,39,185,58,5,41,193,38,5,9,4,190,77,15,11,94,120,32,1
Colonia Ambra Acqua di Parma para Hombres,Colonia Ambra de Acqua di Parma es una fragancia de la familia olfativa Oriental para Hombres. Colonia Ambra se lanzó en 2015.,,61.72139342,,,,,4.08,5,602,,,,"['ámbar gris', 'almizcle', 'notas marinas']",,,,,,,,98.22785297,64.11373424,,,,,,,,,100,,,,,,,86.36919409,82.23392802,58.14749308,51.0000769,45.86088896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Acqua-di-Parma/Colonia-Ambra-30427.html,100,78.9855,7.97101,31.1594,3.98551,72.8205,66.1538,33.8462,100,77.4359,85.1282,20,29,117,121,40,42,191,90,52,3,1,50,55,42,11,31,58,18,3
Colonia Ebano Acqua di Parma para Hombres,"Colonia Ebano de Acqua di Parma es una fragancia de la familia olfativa Amaderada para Hombres. Colonia Ebano se lanzó en 2017. Las Notas de Salida son resinas, chile rojo (ají rojo), petit grain y bergamota; las Notas de Corazón son ébano y miel; las Notas de Fondo son vetiver y pachulí.",49.07803247,53.02445207,,100,,,4.03,5,321,"['resinas', 'chile rojo (ají rojo)', 'petit grain', 'bergamota']","['ébano', 'miel']","['vetiver', 'pachulí']",,47.00662107,,,66.04121233,,,,,,,,,,,,,,53.35148482,,,,,,,,,,46.04724341,,55.07383694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Acqua-di-Parma/Colonia-Ebano-43409.html,100,100,19.5312,36.7188,0.78125,77.6978,70.5036,20.8633,100,79.1367,77.6978,9,14,65,72,17,23,122,48,32,1,0,9,40,59,1,24,50,17,3
Colonia Intensa Oud Eau de Cologne Concentree Acqua di Parma para Hombres,"Colonia Intensa Oud Eau de Cologne Concentree de Acqua di Parma es una fragancia de la familia olfativa Amaderada para Hombres. Colonia Intensa Oud Eau de Cologne Concentree se lanzó en 2012. La Nota de Salida es cítricos; las Notas de Corazón son madera de oud, cilantro y flor de cuaba blanca (madera de amyris); las Notas de Fondo son cuero y almizcle.",77.25788907,71.16917487,53.45173481,51.29028641,,53.62914078,4.34,5,1009,['cítricos'],"['madera de oud', 'cilantro', 'flor de cuaba blanca (madera de amyris)']","['cuero', 'almizcle']",,,,,,,,,50.48371723,,,,,,,,,82.74177451,,,,,,,,,59.44350371,,,,,100,45.8224931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Acqua-di-Parma/Colonia-Intensa-Oud-Eau-de-Cologne-Concentree-15519.html,100,52.1295,2.89608,18.569,0.340716,86.8347,67.7871,51.5406,100,73.3894,94.1176,22,31,99,227,219,52,218,296,150,1,4,27,40,82,11,29,68,18,7
Colonia Leather Eau de Cologne Concentrée Acqua di Parma para Hombres,"Colonia Leather Eau de Cologne Concentrée de Acqua di Parma es una fragancia de la familia olfativa Cítrica Aromática para Hombres. Colonia Leather Eau de Cologne Concentrée se lanzó en 2014. La Nariz detrás de esta fragrancia es François Demachy. Las Notas de Salida son naranja brasileña, frambuesa y limón siciliano (lima siciliana); las Notas de Corazón son rosa, petit grain de Paraguay, tomillo rojo y madreselva; las Notas de Fondo son cuero, madera de gaiac y cedro del Atlas.",63.61870652,,,74.2818462,,,4.42,5,1517,"['naranja brasileña', 'frambuesa', 'limón siciliano (lima siciliana)']","['rosa', 'petit grain de Paraguay', 'tomillo rojo', 'madreselva']","['cuero', 'madera de gaiac', 'cedro del Atlas']",,,,,,,,,,,,,,,55.66090123,,,100,,,,,,,,,65.17657897,,,,,,56.56127316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Acqua-di-Parma/Colonia-Leather-Eau-de-Cologne-Concentree-25349.html,100,48.9201,5.93952,10.2592,1.2959,91.2127,66.9596,26.1863,100,74.8682,90.3339,24,36,146,457,121,51,301,417,118,7,7,57,83,255,32,106,153,50,15
Colonia Mirra Acqua di Parma para Hombres,Colonia Mirra de Acqua di Parma es una fragancia de la familia olfativa Oriental Amaderada para Hombres. Colonia Mirra se lanzó en 2017. La Nariz detrás de esta fragrancia es Joelle Lerioux Patris. Las Notas de Salida son flor de azahar del naranjo y cítricos; las Notas de Corazón son mirra y nuez moscada; las Notas de Fondo son ámbar y pachulí.,50.60337466,,56.5173319,,,,4.15,5,500,"['flor de azahar del naranjo', 'cítricos']","['mirra', 'nuez moscada']","['ámbar', 'pachulí']",,,,47.63781707,57.06887691,,,,,,,,,,,,,,100,,48.27598204,,,,,,,,51.17235436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Acqua-di-Parma/Colonia-Mirra-44015.html,100,80.6723,13.0252,21.8487,2.94118,89.9194,52.8226,20.5645,100,68.5484,81.4516,15,18,116,148,16,40,209,66,39,1,1,48,87,71,18,55,86,20,2
Colonia Oud Acqua di Parma para Hombres,"Colonia Oud de Acqua di Parma es una fragancia de la familia olfativa Oriental Amaderada para Hombres. Colonia Oud se lanzó en 2012. La Nariz detrás de esta fragrancia es François Demachy. Las Notas de Salida son bergamota de Calabria y naranja italiana; las Notas de Corazón son madera de oud, flor de cuaba blanca (madera de amyris) y cilantro; las Notas de Fondo son cuero, cedro del Atlas, sándalo, almizcle y hojas de pachulí de Indonesia.",91.73074626,75.56105066,64.2050875,100,,,4.2,5,989,"['bergamota de Calabria', 'naranja italiana']","['madera de oud', 'flor de cuaba blanca (madera de amyris)', 'cilantro']","['cuero', 'cedro del Atlas', 'sándalo', 'almizcle', 'hojas de pachulí de Indonesia']",,,,,,,,,,53.65559294,,,,,,,,81.59579625,,,,,,,,,58.11280726,,48.79563608,,,85.05082579,45.47878805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Acqua-di-Parma/Colonia-Oud-39468.html,100,55.8442,10.2041,19.8516,4.26716,91.866,66.5072,30.1435,100,67.9426,91.6268,23,25,122,280,99,50,235,253,113,6,1,50,103,150,28,83,123,32,10
Noora Al Haramain Perfumes para Hombres y Mujeres,"Noora de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental para Hombres y Mujeres. Las Notas de Salida son fresa, ciruela, azafrán, mandarina, jengibre y naranja; las Notas de Corazón son ylang-ylang, nardos, rosa, jazmín, azucena, iris y jacinto; las Notas de Fondo son miel, vainilla, sándalo, chocolate oscuro, madera de oud, almizcle, ámbar y pachulí.",50.71462373,,,57.46582136,,,3.94,5,526,"['fresa', 'ciruela', 'azafrán', 'mandarina', 'jengibre', 'naranja']","['ylang-ylang', 'nardos', 'rosa', 'jazmín', 'azucena', 'iris', 'jacinto']","['miel', 'vainilla', 'sándalo', 'chocolate oscuro', 'madera de oud', 'almizcle', 'ámbar', 'pachulí']",,,,100,67.10209188,,,54.26764681,,59.33717094,,,50.03079157,,,,,,,86.01978439,,54.46549075,,,,,,,,,58.85072895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Noora-19828.html,56.7273,100,8,28,1.81818,65.1163,69.186,68.6047,65.6977,100,52.3256,13,14,70,67,62,25,98,83,67,41,11,17,0,0,0,3,13,19,29
Noora Al Haramain Perfumes para Hombres y Mujeres,"Noora de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental para Hombres y Mujeres. Las Notas de Salida son fresa, ciruela, azafrán, mandarina, jengibre y naranja; las Notas de Corazón son ylang-ylang, nardos, rosa, jazmín, azucena, iris y jacinto; las Notas de Fondo son miel, vainilla, sándalo, chocolate oscuro, madera de oud, almizcle, ámbar y pachulí.",50.71462373,,,57.46582136,,,3.94,5,526,"['fresa', 'ciruela', 'azafrán', 'mandarina', 'jengibre', 'naranja']","['ylang-ylang', 'nardos', 'rosa', 'jazmín', 'azucena', 'iris', 'jacinto']","['miel', 'vainilla', 'sándalo', 'chocolate oscuro', 'madera de oud', 'almizcle', 'ámbar', 'pachulí']",,,,100,67.10209188,,,54.26764681,,59.33717094,,,50.03079157,,,,,,,86.01978439,,54.46549075,,,,,,,,,58.85072895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Noora-19828.html,56.7273,100,8,28,1.81818,65.1163,69.186,68.6047,65.6977,100,52.3256,13,14,70,67,62,25,98,83,67,41,11,17,0,0,0,3,13,19,29
Noora Al Haramain Perfumes para Hombres y Mujeres,"Noora de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental para Hombres y Mujeres. Las Notas de Salida son fresa, ciruela, azafrán, mandarina, jengibre y naranja; las Notas de Corazón son ylang-ylang, nardos, rosa, jazmín, azucena, iris y jacinto; las Notas de Fondo son miel, vainilla, sándalo, chocolate oscuro, madera de oud, almizcle, ámbar y pachulí.",50.71462373,,,57.46582136,,,3.94,5,526,"['fresa', 'ciruela', 'azafrán', 'mandarina', 'jengibre', 'naranja']","['ylang-ylang', 'nardos', 'rosa', 'jazmín', 'azucena', 'iris', 'jacinto']","['miel', 'vainilla', 'sándalo', 'chocolate oscuro', 'madera de oud', 'almizcle', 'ámbar', 'pachulí']",,,,100,67.10209188,,,54.26764681,,59.33717094,,,50.03079157,,,,,,,86.01978439,,54.46549075,,,,,,,,,58.85072895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Noora-19828.html,56.7273,100,8,28,1.81818,65.1163,69.186,68.6047,65.6977,100,52.3256,13,14,70,67,62,25,98,83,67,41,11,17,0,0,0,3,13,19,29
Noora Al Haramain Perfumes para Hombres y Mujeres,"Noora de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental para Hombres y Mujeres. Las Notas de Salida son fresa, ciruela, azafrán, mandarina, jengibre y naranja; las Notas de Corazón son ylang-ylang, nardos, rosa, jazmín, azucena, iris y jacinto; las Notas de Fondo son miel, vainilla, sándalo, chocolate oscuro, madera de oud, almizcle, ámbar y pachulí.",50.71462373,,,57.46582136,,,3.94,5,526,"['fresa', 'ciruela', 'azafrán', 'mandarina', 'jengibre', 'naranja']","['ylang-ylang', 'nardos', 'rosa', 'jazmín', 'azucena', 'iris', 'jacinto']","['miel', 'vainilla', 'sándalo', 'chocolate oscuro', 'madera de oud', 'almizcle', 'ámbar', 'pachulí']",,,,100,67.10209188,,,54.26764681,,59.33717094,,,50.03079157,,,,,,,86.01978439,,54.46549075,,,,,,,,,58.85072895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Noora-19828.html,56.7273,100,8,28,1.81818,65.1163,69.186,68.6047,65.6977,100,52.3256,13,14,70,67,62,25,98,83,67,41,11,17,0,0,0,3,13,19,29
Rawaa Al Haramain Perfumes para Mujeres,"Rawaa de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Mujeres. Rawaa se lanzó en 2018. Las Notas de Salida son almendra y café; las Notas de Corazón son jazmín, nardos y raíz de lirio; las Notas de Fondo son vaina de cacao, vainilla, haba tonka y sándalo.",,,,,,,4.04,5,417,"['almendra', 'café']","['jazmín', 'nardos', 'raíz de lirio']","['vaina de cacao', 'vainilla', 'haba tonka', 'sándalo']",,,,79.75500354,91.89421464,,,97.00523006,,65.17991226,62.34464569,,,,,,,,,,,100,77.91820294,,58.75079617,,,,,,,,,78.71634775,58.75079617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Rawaa-51826.html,80.1047,100,26.7016,18.3246,5.2356,100,49.7608,23.9234,93.7799,63.6364,77.9904,13,34,104,102,36,41,141,103,68,163,32,22,1,1,4,4,37,76,92
Rawaa Al Haramain Perfumes para Mujeres,"Rawaa de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Mujeres. Rawaa se lanzó en 2018. Las Notas de Salida son almendra y café; las Notas de Corazón son jazmín, nardos y raíz de lirio; las Notas de Fondo son vaina de cacao, vainilla, haba tonka y sándalo.",,,,,,,4.04,5,417,"['almendra', 'café']","['jazmín', 'nardos', 'raíz de lirio']","['vaina de cacao', 'vainilla', 'haba tonka', 'sándalo']",,,,79.75500354,91.89421464,,,97.00523006,,65.17991226,62.34464569,,,,,,,,,,,100,77.91820294,,58.75079617,,,,,,,,,78.71634775,58.75079617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Rawaa-51826.html,80.1047,100,26.7016,18.3246,5.2356,100,49.7608,23.9234,93.7799,63.6364,77.9904,13,34,104,102,36,41,141,103,68,163,32,22,1,1,4,4,37,76,92
Rawaa Al Haramain Perfumes para Mujeres,"Rawaa de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Mujeres. Rawaa se lanzó en 2018. Las Notas de Salida son almendra y café; las Notas de Corazón son jazmín, nardos y raíz de lirio; las Notas de Fondo son vaina de cacao, vainilla, haba tonka y sándalo.",,,,,,,4.04,5,417,"['almendra', 'café']","['jazmín', 'nardos', 'raíz de lirio']","['vaina de cacao', 'vainilla', 'haba tonka', 'sándalo']",,,,79.75500354,91.89421464,,,97.00523006,,65.17991226,62.34464569,,,,,,,,,,,100,77.91820294,,58.75079617,,,,,,,,,78.71634775,58.75079617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Rawaa-51826.html,80.1047,100,26.7016,18.3246,5.2356,100,49.7608,23.9234,93.7799,63.6364,77.9904,13,34,104,102,36,41,141,103,68,163,32,22,1,1,4,4,37,76,92
Rawaa Al Haramain Perfumes para Mujeres,"Rawaa de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Mujeres. Rawaa se lanzó en 2018. Las Notas de Salida son almendra y café; las Notas de Corazón son jazmín, nardos y raíz de lirio; las Notas de Fondo son vaina de cacao, vainilla, haba tonka y sándalo.",,,,,,,4.04,5,417,"['almendra', 'café']","['jazmín', 'nardos', 'raíz de lirio']","['vaina de cacao', 'vainilla', 'haba tonka', 'sándalo']",,,,79.75500354,91.89421464,,,97.00523006,,65.17991226,62.34464569,,,,,,,,,,,100,77.91820294,,58.75079617,,,,,,,,,78.71634775,58.75079617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Rawaa-51826.html,80.1047,100,26.7016,18.3246,5.2356,100,49.7608,23.9234,93.7799,63.6364,77.9904,13,34,104,102,36,41,141,103,68,163,32,22,1,1,4,4,37,76,92
Sultan Al Haramain Perfumes para Hombres y Mujeres,Sultan de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Hombres y Mujeres.,,,,60.81991368,,,3.98,5,583,,,,"['fresa', 'piña', 'sándalo', 'vainilla', 'ámbar', 'notas florales', 'durazno (melocotón)', 'frambuesa', 'ylang-ylang', 'almizcle', 'canela', 'pachulí', 'rosa', 'jazmín', 'lavanda']",,,91.01078258,51.12329423,,,,,55.13919477,,,49.00035925,,,,,,,100,,46.64162358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Sultan-19846.html,67.474,100,7.26644,27.6817,2.76817,62.1053,76.3158,70.5263,74.2105,100,55.7895,15,24,94,111,36,50,147,88,47,71,22,29,1,5,3,3,19,42,52
Sultan Al Haramain Perfumes para Hombres y Mujeres,Sultan de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Hombres y Mujeres.,,,,60.81991368,,,3.98,5,583,,,,"['fresa', 'piña', 'sándalo', 'vainilla', 'ámbar', 'notas florales', 'durazno (melocotón)', 'frambuesa', 'ylang-ylang', 'almizcle', 'canela', 'pachulí', 'rosa', 'jazmín', 'lavanda']",,,91.01078258,51.12329423,,,,,55.13919477,,,49.00035925,,,,,,,100,,46.64162358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Sultan-19846.html,67.474,100,7.26644,27.6817,2.76817,62.1053,76.3158,70.5263,74.2105,100,55.7895,15,24,94,111,36,50,147,88,47,71,22,29,1,5,3,3,19,42,52
Sultan Al Haramain Perfumes para Hombres y Mujeres,Sultan de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Hombres y Mujeres.,,,,60.81991368,,,3.98,5,583,,,,"['fresa', 'piña', 'sándalo', 'vainilla', 'ámbar', 'notas florales', 'durazno (melocotón)', 'frambuesa', 'ylang-ylang', 'almizcle', 'canela', 'pachulí', 'rosa', 'jazmín', 'lavanda']",,,91.01078258,51.12329423,,,,,55.13919477,,,49.00035925,,,,,,,100,,46.64162358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Sultan-19846.html,67.474,100,7.26644,27.6817,2.76817,62.1053,76.3158,70.5263,74.2105,100,55.7895,15,24,94,111,36,50,147,88,47,71,22,29,1,5,3,3,19,42,52
Sultan Al Haramain Perfumes para Hombres y Mujeres,Sultan de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Hombres y Mujeres.,,,,60.81991368,,,3.98,5,583,,,,"['fresa', 'piña', 'sándalo', 'vainilla', 'ámbar', 'notas florales', 'durazno (melocotón)', 'frambuesa', 'ylang-ylang', 'almizcle', 'canela', 'pachulí', 'rosa', 'jazmín', 'lavanda']",,,91.01078258,51.12329423,,,,,55.13919477,,,49.00035925,,,,,,,100,,46.64162358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Sultan-19846.html,67.474,100,7.26644,27.6817,2.76817,62.1053,76.3158,70.5263,74.2105,100,55.7895,15,24,94,111,36,50,147,88,47,71,22,29,1,5,3,3,19,42,52
Tanasuk Al Haramain Perfumes para Hombres y Mujeres,"Tanasuk de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Hombres y Mujeres. Las Notas de Salida son rosa, granadina y azafrán; las Notas de Corazón son notas amaderadas, ámbar y jazmín; las Notas de Fondo son vainilla, azúcar moreno y almizcle.",,,,62.78596667,,,4.41,5,256,"['rosa', 'granadina', 'azafrán']","['notas amaderadas', 'ámbar', 'jazmín']","['vainilla', 'azúcar moreno', 'almizcle']",,,,100,55.33448476,,,,55.12175667,63.89298334,,,50.69322856,,88.75909714,,,,60.65684,51.16159951,,85.77859667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Tanasuk-46253.html,100,57.6923,16.0256,3.84615,2.5641,97.7778,74.0741,42.963,100,77.037,97.7778,1,13,45,102,39,22,83,87,32,91,39,38,3,3,3,2,16,58,85
Tanasuk Al Haramain Perfumes para Hombres y Mujeres,"Tanasuk de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Hombres y Mujeres. Las Notas de Salida son rosa, granadina y azafrán; las Notas de Corazón son notas amaderadas, ámbar y jazmín; las Notas de Fondo son vainilla, azúcar moreno y almizcle.",,,,62.78596667,,,4.41,5,256,"['rosa', 'granadina', 'azafrán']","['notas amaderadas', 'ámbar', 'jazmín']","['vainilla', 'azúcar moreno', 'almizcle']",,,,100,55.33448476,,,,55.12175667,63.89298334,,,50.69322856,,88.75909714,,,,60.65684,51.16159951,,85.77859667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Tanasuk-46253.html,100,57.6923,16.0256,3.84615,2.5641,97.7778,74.0741,42.963,100,77.037,97.7778,1,13,45,102,39,22,83,87,32,91,39,38,3,3,3,2,16,58,85
Tanasuk Al Haramain Perfumes para Hombres y Mujeres,"Tanasuk de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Hombres y Mujeres. Las Notas de Salida son rosa, granadina y azafrán; las Notas de Corazón son notas amaderadas, ámbar y jazmín; las Notas de Fondo son vainilla, azúcar moreno y almizcle.",,,,62.78596667,,,4.41,5,256,"['rosa', 'granadina', 'azafrán']","['notas amaderadas', 'ámbar', 'jazmín']","['vainilla', 'azúcar moreno', 'almizcle']",,,,100,55.33448476,,,,55.12175667,63.89298334,,,50.69322856,,88.75909714,,,,60.65684,51.16159951,,85.77859667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Tanasuk-46253.html,100,57.6923,16.0256,3.84615,2.5641,97.7778,74.0741,42.963,100,77.037,97.7778,1,13,45,102,39,22,83,87,32,91,39,38,3,3,3,2,16,58,85
Tanasuk Al Haramain Perfumes para Hombres y Mujeres,"Tanasuk de Al Haramain Perfumes es una fragancia de la familia olfativa Oriental Vainilla para Hombres y Mujeres. Las Notas de Salida son rosa, granadina y azafrán; las Notas de Corazón son notas amaderadas, ámbar y jazmín; las Notas de Fondo son vainilla, azúcar moreno y almizcle.",,,,62.78596667,,,4.41,5,256,"['rosa', 'granadina', 'azafrán']","['notas amaderadas', 'ámbar', 'jazmín']","['vainilla', 'azúcar moreno', 'almizcle']",,,,100,55.33448476,,,,55.12175667,63.89298334,,,50.69322856,,88.75909714,,,,60.65684,51.16159951,,85.77859667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Al-Haramain-Perfumes/Tanasuk-46253.html,100,57.6923,16.0256,3.84615,2.5641,97.7778,74.0741,42.963,100,77.037,97.7778,1,13,45,102,39,22,83,87,32,91,39,38,3,3,3,2,16,58,85
